Age,Screen_Time,Phone_Unlocks,Social_Media_Usage,Gaming_Hours,Streaming_Hours,Messaging_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Anxiety_Score,Stress_Level,Age_First_Phone,Notifications_Per_Day
63,4.67,78,1.58,1.4,1.01,1.57,5.69,0.84,63.07,70.32,17.6,15,130
21,8.41,65,1.27,-0.48,3.31,1.67,6.14,0.83,15.33,84.74,4.91,16,138
68,6.32,75,2,2.48,0.99,0.9,6.98,1.39,82.32,42.51,93.75,12,133
51,6.74,59,1.45,2.31,1.15,1.85,5.8,0.8,8.79,34.71,54.28,18,39
27,8.26,106,2.57,1.35,2.55,1.12,7.03,1.95,75.29,19.45,27.65,16,66
26,6.67,54,0.56,1.65,3.22,1.31,7,1.02,24.43,37.43,51.23,18,162
62,7.97,105,1.71,-0.14,2.03,1.93,8.22,0.74,23.89,39.75,55.22,16,52
63,5.18,75,1.9,1.58,1.99,1.04,7.04,1.84,76.11,93.33,77.99,18,67
48,6.08,53,2.79,1.09,1.73,1.54,7.15,1.05,58.21,53.76,79.02,11,162
65,8.1,123,1.58,1.53,2.34,1.26,6.02,0.49,27.41,76.65,4.77,16,63
25,7.89,114,3.11,1.68,1.23,0.44,7.34,1.66,65.83,78.4,31.08,17,98
15,5.24,60,-0.03,1.38,1.99,1.08,7.61,1.09,75.21,44.42,36.84,16,111
53,4.21,90,3.39,0.65,1.9,0.82,6.46,0.87,92.96,43.35,57.92,20,73
53,6.93,56,1.72,1.35,2.97,1.59,5.49,1.13,55.51,7.78,46.7,13,91
13,8.97,89,2.49,2.83,2.05,1.35,6.09,1.32,17.89,88.45,86.96,18,97
26,5.48,80,3.23,1.51,1.53,1.04,6.39,1.83,81.59,37.22,8.37,19,110
66,7.12,77,2.11,1.73,0.54,0.63,5.87,1.04,90.34,48.25,83.59,9,107
68,6.32,108,2.24,2.59,1.57,1.56,7.04,1.43,66.95,87.47,23.05,18,102
13,5.78,126,3.07,3.03,1.99,0.78,7.08,0.25,15.27,99,44.4,12,110
49,8.36,76,2.94,1.98,1.29,2.65,6.07,0.77,38.12,3.01,20.98,17,122
48,2.51,57,2.66,1.71,2.13,1.62,4.77,1.29,66.85,19.31,36.74,16,62
27,3,98,2.37,2.06,2.47,1.54,6.36,1.12,82.1,19.85,74.79,16,72
25,10.7,119,2.02,2.14,1.88,2.04,5.83,1.12,75.46,99.81,53.4,8,40
55,8.3,106,1.97,1.2,1.59,2.33,7.74,0.99,45.06,68.99,34.55,19,71
27,4.63,73,1.68,3.19,2.61,1.11,7.19,0.84,64.87,1.86,0.15,16,112
65,5.32,129,2.59,-0.34,1.45,2.15,5.23,0.46,0.73,14.54,36.39,9,107
33,6.05,60,1.53,1.89,0.97,1.21,6.99,1.11,71.05,40.12,95.36,13,97
34,7.91,101,1.57,2.14,3.36,1.07,7.65,0.94,75.41,85.55,29.2,11,70
66,4.56,72,1.63,1.94,2.44,1.02,6.74,0.53,39.05,18.08,84.97,11,59
28,2.63,93,1.01,2.15,3.54,0.81,6.34,1.61,64.09,33.93,28.45,14,92
25,4.77,73,0.5,0.86,2.49,1.64,6.9,1.66,48.36,50.04,0.62,9,113
45,5.36,73,2.1,2.02,2.01,1.66,5.7,1,88.52,70.95,33.61,15,107
49,9.33,66,1.46,0.95,0.59,2.5,7.01,0.77,2.73,83.39,76.64,18,64
61,4.68,85,2.01,0.78,2.92,1.41,6.91,1.42,94.08,13.42,29.54,8,108
35,5.06,27,0.94,2.2,3.33,1.7,4.99,2.39,99.94,49.82,77.63,8,109
16,6.76,70,2.24,-0.37,1.65,0.87,5.6,0.94,17.23,14.33,41.64,20,112
43,8.92,75,0.35,1.25,-0.23,1.63,5.32,0.89,32.37,94.8,2.69,14,112
50,3.48,59,2.73,1.37,2.06,1.33,6.01,2.13,73.08,70.01,49.49,20,76
65,2.65,61,0.99,-1.93,1.92,1.89,6.35,1.52,87.85,33.89,40.61,18,85
29,5.89,123,2.37,2.2,2.29,1.46,7.39,1.36,54.16,65.79,89.18,14,103
30,7.41,75,1.35,2.02,3.27,2.34,6.01,0.76,1.65,49.05,84.92,20,116
55,4.96,88,2.35,0.97,1.66,1.56,7.42,0.37,15.69,24.38,37.4,19,29
49,6.83,77,1.35,3.41,0.16,1.39,5.66,2.04,87.84,4.04,58.73,14,63
41,8.19,32,2.01,2.16,2.41,1.38,7.54,1.14,72.03,38.97,68.32,9,75
64,6.69,88,2.46,-0.24,1.43,1.49,8.24,0.75,28.33,7.47,33.73,10,87
40,5.36,79,3.55,1.99,0.35,1.57,4.89,0.86,9.22,50.39,55.86,16,113
52,5.61,65,0.96,0.03,2.94,2.06,7.51,1.28,34.18,75.95,70.84,17,101
43,5.59,106,2.51,1.94,0.93,0.36,7.13,1.35,52.17,6.03,82.44,11,83
35,9.19,74,1.55,0.75,1.73,1.47,6.46,1.35,53.75,95.37,63.89,10,88
33,4.85,41,0.92,0.41,1.48,1.28,5.6,1,22.63,61.01,25.13,15,77
14,6.72,13,2.58,1.36,3.85,1.78,5.22,1.06,50.05,55.42,85.42,14,43
66,4.8,79,0.84,0.78,0.99,1.31,5.96,0.85,25.42,47.04,1.46,14,121
61,6.82,28,1.67,1.57,2.51,2.07,6.09,0.73,15.36,82.11,10.28,9,80
44,6.96,103,2.14,1.14,1.5,1.65,8.3,0.59,8.03,54.09,26.57,9,49
56,8.47,95,1.34,2.93,3.23,1.7,6.92,0.62,61.19,66.56,30.05,19,177
45,2.95,28,2.2,1.62,2.41,2.31,7.2,1.15,82.85,42.12,12.62,13,74
46,8.68,112,3.05,1.68,1.38,1.97,6.7,1.25,12.49,15.37,27.57,17,130
62,1.48,93,1.3,1.23,2.23,1.01,5.83,1.39,97.61,60.2,65.04,12,101
32,6.76,53,2.96,1.89,2.97,1,5.81,1.13,27.55,72.84,7.49,9,112
49,5.64,46,0.93,2.15,2.29,1.25,7.61,1.23,33.11,37.56,22.01,16,79
49,3.11,90,0.8,1.74,-0.28,2.15,5.19,0,93.34,77.44,44.66,14,111
26,7.29,74,1.11,1.4,1.1,2.22,6.74,1.4,30.18,88.88,88.44,19,86
48,5.57,45,3.29,2.02,2.61,1.19,7.6,1.17,92.49,18.93,20.59,13,77
24,5.12,78,1.9,0.65,0.98,1.22,4.24,0.59,78.93,77.83,45.11,17,134
46,5.62,86,-0.23,0.46,1.23,1.26,4.48,1.94,3.24,55.42,78.46,19,93
22,4.51,84,0.68,1.64,1.01,1.01,6.16,0.41,62.28,63.99,22.67,20,104
39,6.15,104,1.29,0.77,0.57,0.78,6.1,0.84,90.71,90.44,69.66,14,99
41,4.07,75,3.46,2.63,1.64,1.71,6.33,0.43,30.25,70.72,40.1,18,71
22,4.49,78,2.24,1.87,0.88,1.54,5.46,0.73,73.2,34.2,8.75,9,134
52,3.89,75,2.35,2.22,1.41,1.74,7.2,1.55,81.09,65.16,54.08,19,97
16,4.48,135,1.94,1.61,1.36,1.65,6.95,0.97,49.25,39.2,76.36,11,144
27,6.27,36,2.75,2.35,2.98,1.77,7,2.25,93.41,11.61,89.13,12,174
58,5.02,112,1.17,2.46,1.16,0.4,7.91,0.51,36,33.03,14.77,13,99
66,6.55,64,1.42,1.37,3.51,1.6,6.24,1.07,9.74,58.9,49.73,17,122
62,5.74,74,1.67,1.99,2.9,1.79,7.86,0.13,29.76,47.78,68.41,13,185
26,6.3,53,1.96,1.89,4.86,1.52,6.13,0.87,97.57,27.2,33.97,19,119
32,4.41,71,1.84,3.11,2.43,0.73,4.85,1.86,88.09,49.26,26.48,10,69
25,1.13,90,1.57,0.96,-0.22,2.32,7.26,1.16,96.73,67.65,68.74,9,55
62,6.99,96,0.24,1.7,1.67,1.61,8.33,1.12,10.9,77.17,58.24,13,108
63,5.06,93,3.65,1.36,1.45,1.96,6.94,-0.39,12.4,65.16,13.82,16,96
59,6.95,77,2.95,1.65,0.73,1.66,6.89,0.42,29.58,60.85,7.51,16,193
25,6.46,88,1.76,3.61,0.43,1.59,5.93,0.53,87.13,98.79,54.37,19,69
60,5.37,59,1.42,1.32,2.6,1.5,6.43,1.05,96.87,2.33,93.89,15,45
58,6.32,142,1.26,3.16,3.82,2.34,5.19,1.18,2.02,68.38,83.57,10,63
65,6.53,64,0.52,1.57,3.58,1.67,8.6,2.28,72.36,44.02,12.26,15,96
13,6.37,29,1.4,1.21,0.73,1.54,6.65,0.6,30.04,70.34,78.39,10,140
56,5.87,96,1.59,2.23,2.76,1.36,6.96,0.67,38.38,56.69,46.42,13,101
63,7.7,102,3.11,1.4,2.22,1.65,6.66,1.53,91.03,17.53,36.07,11,124
29,8.05,98,1.32,1.64,2.44,1.71,6.82,0.7,56.54,69.13,71.29,9,37
62,5.77,87,2.28,0.36,1.71,1.41,6.03,0.42,39.06,63.77,79.78,9,131
17,6.06,86,3.43,2.63,2.55,1.65,6.86,0.05,39.68,47.22,62.92,12,124
54,9.26,89,2.87,1.84,2.21,1.03,6.59,0.91,84.03,52.88,61.15,20,107
24,9.21,107,1.76,0.59,2.94,0.98,5.1,1.29,30.16,81.73,98.77,8,43
22,9.09,85,1.68,2.39,2.1,1.43,7.63,0.71,7.67,36.28,34.2,8,104
45,4.62,82,3.22,1.4,0.92,1.29,6.7,0.75,54.66,54.22,60.36,15,70
29,5.64,78,1.89,0.62,2.24,1.81,6.76,1.62,78.73,73.47,26.18,16,24
70,4.47,47,3.47,1.32,0.54,1.44,7.75,1.48,46.63,10.4,20.47,17,125
16,4.12,59,2.11,2.13,1.6,1.6,5.79,1.42,51.27,33.82,7.45,14,173
12,5.37,71,1.16,0.87,1.68,1.97,6.93,1.12,16.15,5.89,12.39,12,83
64,3.69,101,2.29,0.16,2.01,2.57,6.77,0.73,52.77,35.26,51.08,16,96
34,5.75,66,3.73,1.69,1.67,2.12,5.13,2.37,81.72,57.29,67.19,17,177
33,9.96,85,3.02,3.02,2.95,1.48,6.5,1.53,15.64,92.36,66.41,13,87
63,4.81,101,4.4,1.36,1.76,1.63,6.14,0.6,60.6,14.24,79.43,20,107
32,9.66,78,2.37,0.5,3.57,0.88,6.46,1.08,95.4,42.44,34.22,13,138
63,7.1,64,3.49,2.24,1.51,0.98,6.97,1.43,5.05,81.38,76.39,9,163
55,2.17,87,0.58,1.59,2.97,1.64,5.37,1.15,52.92,88.92,62.71,15,105
57,3.47,53,1.31,2.19,2.12,1.27,5.91,1.58,34.79,11.62,47.89,19,82
46,10.71,78,2.99,0.93,1.75,1.75,6.95,1.13,12.04,71.76,24.26,16,156
52,3.6,95,2.75,1.28,1.38,0.73,5.69,1.13,84.3,69.44,58.85,11,88
34,9.49,84,1.44,1.83,4.36,2.03,5.52,0.47,9.74,30.64,7.04,19,62
21,4.12,56,4.09,1.64,1.94,2.08,6.02,0.03,45.59,48.75,14,16,127
12,3.46,83,1.71,0.59,2.48,1.71,5.99,1.13,85.23,80.99,87.53,15,113
25,8.23,83,2.13,0.94,0.7,2,7.14,1,81.08,0.37,54.77,15,87
70,7.67,64,1.81,0.85,0.48,1.3,6.46,1.13,45.27,70.76,50.26,8,103
68,5.04,108,1.45,1.09,2.9,1.95,5.71,1.88,91.63,63.63,63.81,14,82
30,8.17,93,2.75,1.38,2.45,1.24,7.74,0.39,26.36,82.81,99.37,18,115
14,1.88,45,1.63,1.37,1.12,1.6,6.31,1.21,24.77,65.95,34.9,15,116
23,3.4,81,1.37,1.81,1.5,1.48,6.33,1.38,67.11,8.04,58.76,13,82
50,5.06,107,3.04,0.24,3.53,1.33,7.78,1.69,53.45,16.67,42.52,19,41
17,6.05,101,1.59,1.69,1.66,1.9,7.19,1.11,15.86,30.41,66.44,11,133
48,6.48,92,0.79,0.02,2.08,1.02,7.5,0.58,18.7,85.93,64.58,16,173
63,3.98,109,0.94,1.21,2.56,1.63,6.6,0.76,78.16,41.55,4.43,13,78
21,6.99,106,2.73,0.44,1.77,1.22,4.95,0.91,0.38,87.11,47.37,8,53
63,5.57,105,-0.31,1.77,0.87,1.93,7.82,1.07,89.88,87.9,16.82,11,62
16,10.26,55,1.85,2.37,3.28,2.18,7.38,1.96,48.17,45.04,18.69,14,153
44,8.08,52,0.6,1.25,3.93,1.53,6.26,-0.27,9.48,36.3,13.09,20,147
22,6.22,83,2.53,0.79,3.23,2.03,6.12,1.63,18.23,85.79,47.55,15,83
66,5.47,58,2.15,1.99,2.45,1.65,6.56,1.34,55.44,75.56,79.12,14,103
66,8.82,76,1.03,2.82,2,2.43,6.43,0.64,45.38,86.48,48.06,16,98
45,4.58,89,2.6,2.12,1.48,0.52,7.01,0.9,47.82,7.32,28.73,8,133
19,2.92,69,2.58,0.66,2.48,0.62,7.4,0.33,63.65,90.04,52.72,20,91
18,9.57,82,2.31,2.39,0.9,1.81,6.03,1.01,88.03,91.56,60.99,8,101
20,3.07,94,1.34,1.88,4.27,1.98,7.06,0.63,86.53,52.76,17.53,15,79
39,7.05,71,1.55,0.6,0.34,1.45,6.07,0.42,30.68,10.24,35.83,18,93
20,4.87,111,1.61,4.19,0.69,1.02,6.47,0.9,56.8,77.31,45.41,16,68
33,4.43,59,2.37,0.01,0.91,1.58,6.01,1.68,2.02,66.75,8.98,10,86
20,6.88,100,1.79,2.03,2.24,1.44,7.01,0.83,65.52,81.99,16.32,15,91
32,4.24,108,1.58,1.46,2.74,1.84,6.89,1.44,73.2,55.89,49.83,17,121
56,2.36,61,1.54,-0.26,2.01,1.86,4.1,0.74,3.39,25.48,9.91,20,68
19,6.94,55,3.99,1.52,1.96,0.09,7.94,0.44,7.73,75.79,36.77,10,88
48,9.5,65,1.97,0.47,1.9,0.6,7.5,1.32,21.65,77.75,10.26,16,105
29,6.25,100,0.78,0.4,2.25,2.07,6.8,1.03,50.54,0.26,19.37,20,107
42,7.16,77,0.97,3.24,3.09,2.86,5.98,2.08,22.93,71.1,65.36,17,73
50,0.07,77,2.15,2.49,1.06,1.07,4.42,1.05,73.14,10.02,24.64,12,73
67,8.96,82,0.18,0.95,1.28,1.13,7.34,0.27,62,40.18,33.5,20,21
61,5.7,69,1.3,1.04,2,1.92,7.44,1.15,96.93,36.34,48.45,18,147
56,5.57,91,1.22,2.76,3.61,1.17,5.15,0.26,7.8,6.63,38.68,20,179
24,6.52,64,0.82,0.62,2.22,1.67,6.42,0.56,21.8,88.7,63.65,17,105
54,6.04,108,2.03,1.54,2.34,1.55,6.11,0.94,45.37,14.62,86.83,15,104
18,4.76,70,3.6,2.6,3,1.87,5.31,1.13,75.85,93.87,1.57,19,50
14,7.07,83,1.44,1.46,5.12,0.21,7.31,1.09,58.18,10.25,29.73,16,76
43,6.38,70,2.81,1.24,3.18,1.78,7.06,0.46,10.56,79.93,98.91,16,79
59,7.44,28,1.34,1.57,1.29,1.15,7.37,0.87,97.25,12.91,17.95,10,53
46,8.35,72,2.37,0.12,1.62,1.67,5.93,1.18,89.14,91,92.36,9,120
15,8.06,118,3.1,2.12,1.27,1.14,5.61,1.2,50.2,58.47,6.41,18,105
19,7.27,85,4.79,0.65,1.52,1.41,6.45,0.92,1.76,92.31,95.99,15,157
56,3.67,80,1.23,0.54,1.77,1.9,5.26,0.88,30.28,11.4,27.91,19,111
30,2.7,64,2.35,1.43,2.84,1.73,6.37,0.55,46.13,4.31,41.54,16,123
61,8.4,53,1.04,1.43,3.49,1.88,7.35,0.93,48.15,26.57,55.4,8,116
23,4.6,100,2.96,-0.51,2.75,1.18,4.8,0.64,44.85,97.04,73.02,8,133
53,4.92,86,2.37,0.75,2.87,1.5,7.76,0.84,67.93,68.56,94.97,17,143
38,5.55,66,2.85,0.47,2.2,1.17,5.74,1.49,90.93,54.03,47.93,11,160
20,5.98,81,2.73,1.08,1.14,0.77,5.86,-0.47,29.94,12.05,44.16,8,48
19,6.99,89,3.19,2.73,0.31,1.06,6.74,1.28,91.77,38.38,27.42,13,122
59,7.67,56,2.59,1.69,2.14,1.97,5.74,1.09,84.93,40.57,86.57,11,56
32,6.66,63,3.22,2.73,-0.2,1.81,8.6,0.62,42.15,98.18,88.84,13,46
47,5.02,77,1.52,3.03,2.68,2.11,5.57,-0.08,64.88,36.9,89.86,15,108
18,6.03,81,3.28,1,1.52,1.05,7.45,0.78,10.38,31.91,30.73,9,49
35,6.18,90,1.63,1.9,2.94,1.3,6.74,0.75,88.94,3.72,0.83,11,144
36,4.64,85,1.95,1.91,1.3,1,6.85,1.13,1.18,62.72,96.09,15,100
57,2.55,128,3.44,0.48,3.11,0.87,6.01,0.74,80.08,58.11,77.88,18,37
44,4.39,73,1.53,1.42,2.57,2.34,5.65,0.55,1.84,0.44,53.46,13,45
59,7.93,116,2.81,2.33,2.04,2.05,5.37,1.83,23.81,86.06,59.59,19,100
33,4.31,67,1.13,0.6,1.32,2.07,6.83,0.94,87.92,60.75,81.32,13,116
36,4.53,83,2.94,2.68,1.78,2.65,7.2,1.1,50.63,38.46,72.99,13,64
66,3,77,-0.07,0.47,2.61,1.28,7.69,1.14,50.03,18.93,13.38,8,38
57,5.05,76,2.6,0.67,3.72,1.9,5.41,0.96,93.16,11.82,64.09,17,68
65,7.63,45,1.54,0.94,3.08,1.23,6.99,1.21,95.73,56.31,47.39,14,101
39,7.94,76,0.51,1.48,1.3,1.83,6.57,1.68,39.59,24.9,13.15,19,114
60,3.77,60,0.82,0.97,2.07,0.93,8.1,1.3,78.78,97.88,67.62,14,42
52,9,123,2.59,2.75,2.82,2.16,7.15,1.18,44.23,6.44,7.5,9,76
64,6.1,47,3.86,1.98,2.58,1.01,5.46,1.18,96.07,45.41,14.13,8,130
49,9.25,58,1.51,2.69,1.6,1.43,7.67,1.16,39.44,23.49,48.94,20,58
47,7.35,52,1.79,2.35,0.16,2.07,7.36,0.76,59.85,0.96,92.96,13,64
21,5.78,46,1.8,1.85,1.86,2.34,5.6,0.75,60.62,14.94,69.5,10,113
32,4.04,68,0.36,2.97,2.7,1.13,8.46,0.39,0.44,91.2,39.28,9,55
67,6.09,93,1.11,0.89,1.2,1.63,5.87,1.71,16.23,61.93,57.74,16,84
43,3.38,80,0.95,2.62,4.06,1.43,6.43,0.58,50.63,84.55,76.09,10,123
57,6.15,56,1.84,2.38,4.27,1.53,6.37,-0.07,14.56,78.13,10.71,15,34
48,4.95,63,2.38,1.77,1.2,0.82,6.78,1.18,24.06,91.38,64.92,17,64
20,7.29,102,3.19,3.81,0.06,0.97,5.32,0.25,9.25,29.35,83.39,17,118
43,3.71,77,0.75,-0.28,0.6,1.87,4.76,0.43,66.26,28.34,9.21,12,127
69,8.04,92,1.83,1.58,1.79,1.2,6.85,1.05,13.58,86.35,51.27,10,104
67,3.96,61,1.04,-0.58,2.03,0.96,6.72,1.6,64.7,57.5,3,13,101
64,5.63,54,2.3,0.77,4.15,1.77,5.67,-0.47,29.61,25.57,77.64,19,82
39,7,110,2.31,1.01,1.5,1.27,5.96,1.4,54.12,51.34,36.11,16,106
47,10.36,92,1.4,2.75,2.39,2.58,6.78,1.86,0.16,97.08,6.87,11,126
17,5.7,96,1.96,1.4,1.85,1.92,6.01,0.73,61.66,49.15,86.32,13,103
23,7.96,80,1.69,0.63,1.26,1.57,5.13,0.9,18.09,87.73,18.46,19,98
55,4.78,51,1.96,-0.72,3.37,1.49,5.89,0.65,52.39,97.49,45.76,15,32
37,4.16,84,1.72,0.56,1.28,1.12,6.26,1.04,55.63,78.51,87.03,17,137
28,9.25,56,1.61,2.09,4.33,2.1,7.12,0.44,8.68,94.72,51.51,8,66
59,4.55,64,2.15,1.61,3.13,1.35,7.04,1.65,93.25,60.05,36.95,16,117
70,7.02,64,1.12,1.37,1.17,1.03,7.3,1.37,74.14,99.69,79.59,13,152
44,2.06,44,1.93,1.45,0.03,1.45,5.51,1.61,59.49,40.23,66.83,17,149
21,3.71,38,3.14,2.75,2.82,1.11,6.36,0.31,2.06,84.9,47.53,12,119
34,5.96,52,2.59,1.72,2.11,0.9,4.85,0.68,22.24,27.02,89.51,14,101
54,6.31,61,0.41,2.57,1.63,0.85,7.14,0.53,40.41,49.19,6.02,11,122
65,6.05,85,3.54,3.33,1.86,2.2,6.36,0.26,80.69,67.33,34.99,15,76
44,3.65,41,2.27,0.81,0.86,1.89,6.01,0.51,19.4,82.7,98.38,10,75
70,5.99,61,2.32,0.44,2.47,1.24,6.54,1.01,44.86,64.68,32.04,12,130
33,5.66,70,0.81,0.43,0.79,0.65,7.74,0.47,22.58,58.66,70.18,13,53
21,5.87,29,3.48,0.67,3.48,1.39,8.37,0.82,22.75,52.63,72.91,8,89
15,6.27,78,1.16,1.68,2.17,0.01,7.53,1.22,2.61,88.3,65.4,17,119
20,3.92,92,2.15,2.6,3.25,0.09,6.07,0.88,1.55,17.55,72.64,15,114
69,3.33,99,2.46,2.42,2.62,1.35,5.95,1.05,57.9,94.88,77.23,13,123
32,9.08,57,2.24,-0.02,1.89,2.03,7.06,0.46,63.11,0.49,29.65,10,147
50,5.58,134,2.09,3.51,3.78,1.19,5.93,1.03,80.27,89.05,75.46,19,105
56,4.58,91,3.03,1.41,3.58,1.17,6.8,0.92,33.12,71.79,0.41,14,110
56,5.55,91,2.31,0.56,1.15,1.98,7.31,1.14,30.95,95.11,18.25,14,114
42,6.49,58,1.22,2.54,2.45,0.93,6.1,1.42,50.47,36.22,40.96,13,138
58,9.26,60,0.18,0.01,1.18,1.53,7.1,0.91,22.6,76.36,5.61,11,72
15,4.65,91,1.94,0.99,-0.79,0.59,6.72,1.35,6.18,43.64,69.74,12,120
16,8.17,70,2.06,2.82,1.76,1.74,6.17,0.71,61.22,99.2,75.01,12,105
21,9.48,99,1.87,0.99,2.8,1.04,5.89,1.58,74.16,75.96,34.49,13,119
21,6.13,106,2.93,1.48,2.48,0.83,8.26,0.85,53.32,7.05,59.25,9,42
44,6,85,1.02,2.58,1.23,1.68,7.06,0.58,4.29,50.89,12.39,16,105
46,4.55,37,2.64,0.16,2.91,1.09,6.62,1.92,32.99,59.88,2.38,10,128
25,1.88,54,2.42,1.16,3.45,1.41,6.16,0.39,81.3,33.72,55.19,20,86
15,7.68,101,0.87,1.02,1.55,0.73,7.4,1.02,76.1,42.37,6.49,14,99
48,7.34,46,1.85,-1.25,2.65,1.41,7.42,1.42,87.22,3.03,27.22,13,159
37,7.85,113,2.09,1.89,1.08,1.23,7.5,1.62,12.18,79.56,13.64,19,-8
53,7.66,70,2.01,1.74,2.69,1.02,5.88,1.27,76.07,79.79,20.62,13,106
27,3.49,53,2.2,0.02,2.32,1.9,7.36,0.8,52.32,52.92,78.08,12,142
21,5.97,92,1.88,2.97,2.61,1.74,6.78,1.37,63.93,36.8,80.31,10,83
50,6.94,78,1.59,1.24,3.26,2.55,7.91,0.78,91.43,53.88,85.92,9,181
35,2.32,55,2.75,0.41,0.93,0.91,8.28,1.38,24.05,25.57,18.91,8,105
36,6.09,61,2.16,1.36,1.66,1.62,4.96,0.66,51.94,79.75,32,13,95
39,7.24,87,2.4,0.68,1.02,1.26,6.19,2.05,34.87,82.3,48.81,20,83
13,8.75,55,2.72,1.38,2.39,0.75,7.12,1.07,18.89,44.42,6.93,15,56
47,6.85,108,2.04,1.43,2.14,1.28,6.8,0.44,84.57,86.38,4.22,8,116
13,5.09,110,2.2,3.11,2.76,0.93,6.57,1,38.15,10.37,46.98,8,101
32,4.37,55,1.65,-0.27,2.02,0.71,4.41,1.18,10.23,12.86,10.37,9,56
25,6.28,84,2.24,1.49,2.73,1.26,6.41,1.33,47.14,26.45,38.68,15,125
33,4.95,68,1.65,2.21,3.16,1.79,4.51,0.95,35.47,19.46,84.5,12,114
50,9.24,51,1.24,0.2,1.36,1.41,5.75,1,50.65,7.34,1.06,16,68
40,8.46,74,2.22,1.83,1.49,1.22,6.35,0.06,38.62,92.18,45.83,20,84
40,4.09,54,1.89,2.46,3.42,2.04,7.85,1.37,15.93,11.54,91.53,19,56
26,4.32,29,1.8,1.17,0.34,0.45,8.33,0.95,4.91,63.83,41.56,20,98
47,9.68,76,0.48,1.83,-0.17,2.38,6.24,0.99,14.59,18.64,37.9,15,142
66,7.86,116,2.01,2.5,2.62,1.89,7.43,1.2,26.22,35.26,89.96,14,111
54,7.64,92,2.73,2.79,2.29,1.63,7.33,0.79,59.88,28.08,56.49,17,131
29,5.55,110,3.61,3.36,1.12,1.27,7.89,1.57,55.92,51.79,26.31,14,87
32,6.64,82,2.64,-0.34,2.53,2.07,4.26,0.8,45.81,68.29,81.97,19,57
55,5.45,58,3.14,0.49,2.7,0.91,7.32,1.65,99.92,29.33,41.25,11,115
19,2.9,48,2.73,3.38,1.67,1.16,7.2,1.48,68.53,18.88,18.22,20,130
23,6.6,81,1.92,2.29,4.02,1.3,7.19,0.58,30.09,69.15,25.92,8,112
42,4.14,100,1.54,2.32,1.1,0.84,6.13,0.92,89.81,43.58,82.27,15,148
53,7.02,125,3.2,3.24,1.35,1.13,7.34,0.41,98.57,93.25,25.5,10,95
62,2.24,26,2.04,1.39,2.27,0.44,7.08,1.22,43.15,8.37,15.3,8,135
47,7.09,96,3.09,1.29,2.23,0.77,6.94,0.69,32.87,77.36,8.53,12,94
39,5.4,89,1.64,1.11,1.48,1.83,6.98,1,54.01,42.4,83.41,9,87
67,5.76,100,3.18,1.23,2.12,0.63,7.41,0.62,51.83,54.73,9.56,10,85
13,5.07,111,1.65,1.13,0.39,1.55,6.92,0.94,57.71,85.36,19.35,16,129
65,5.51,104,1.35,0.17,1.06,1.12,6.97,1.32,40.29,36.84,7.44,10,103
51,9.96,137,0.67,1.78,0.75,0.28,7.51,1.55,71.49,66.61,69.83,8,94
68,7.2,38,0.48,0.56,1.04,1.97,5.56,0.23,26.72,64.23,28.47,9,117
64,6.03,90,3.39,1.34,2.72,1.75,4.27,1.44,42.6,97.3,47.27,19,62
58,9.94,125,1.23,0.05,2.46,0.82,5.03,0.44,21.88,68.87,87.77,16,107
59,5.11,105,2.96,0.15,3.33,0.52,6.41,1.1,26.73,79.97,81.68,12,104
42,5.41,56,1.43,2.6,2.45,1.14,5.37,1.42,61.21,21.95,5.73,20,116
52,3.97,55,2.12,2.34,2.08,1.55,7.36,1.48,54.81,26.7,10.82,17,75
61,6.18,83,1.97,0.92,0.89,1.67,5.45,0.29,93.9,88.83,78.39,19,94
32,2.21,82,3.55,-0.3,4.51,1.58,6.12,0.55,34.08,16.48,69.2,10,110
18,7.65,119,0.22,1.11,1.51,2.57,7.3,1.55,59.81,3.62,62.27,12,85
34,5.7,91,2.34,0.69,2.33,1.97,7.22,0.31,39.86,75.52,22.18,20,92
45,6.97,64,1.17,2.22,1.1,1.79,6.3,-0.05,54.52,41.34,93.88,15,128
67,8.94,103,1.82,2.46,0.74,1.82,8.77,0.39,18.43,15.14,48.24,13,104
32,4.26,35,1.87,1.71,2.77,0.79,6.63,1.77,32.8,86.89,67.64,18,134
65,7.28,121,0.45,3,2.25,1.26,7.69,1.14,53.93,62.59,19.24,20,96
23,7.45,150,1.56,1.78,2.08,1.44,5.85,1.18,88.51,44.53,41.96,17,70
70,3.27,58,0.85,1.57,1.1,1.91,6.13,0.2,29.82,64.25,3.55,18,96
24,7.76,42,1.22,2.11,1.73,0.94,8.4,-0.32,70.98,84.17,64.61,15,34
27,4.46,61,1.37,2.37,0.64,1.7,7.38,0.88,74.64,72.74,36.02,14,119
35,1.39,123,1.19,1.01,2.14,0.64,7.01,0.94,84.72,80.36,31.12,18,76
47,4.3,88,0.98,2.07,0.93,1.46,6.67,1.06,84.4,86.91,52.73,11,82
70,5.57,99,1.2,-0.38,2.7,2.02,4.92,2.26,41.96,0.43,78.32,10,159
44,8.13,74,1.73,1.99,1.21,1.27,6.4,1.49,31.41,11.93,29.27,11,121
33,6.2,37,0.92,3.08,0.51,1.01,4.48,0.77,60.83,13.43,53.47,13,107
